Score,Route Travel Time,Number of pax served,Route,,,,,
0.77,57,36, Pioneer MRT Station,  Chinese Garden MRT Station,  Jurong East MRT Station,  Clementi MRT Station, Woodlands MRT Station,  Serangoon MRT Station
