Admiralty MRT Station,Aljunied MRT Station,Ang Mo Kio MRT Station,Bartley MRT Station,Bayfront MRT Station,Beauty World MRT Station,Bedok MRT Station,Bishan MRT Station,Boon Keng MRT Station,Boon Lay MRT Station,Botanic Gardens MRT Station,Braddell MRT Station,Bras Basah MRT Station,Buangkok MRT Station,Bugis MRT Station,Bukit Batok MRT Station,Bukit Gombak MRT Station,Bukit Panjang MRT Station,Buona Vista MRT Station,Caldecott MRT Station,Cashew MRT Station,Changi Airport MRT Station,Chinatown MRT Station,Chinese Garden MRT Station,Choa Chu Kang MRT Station,City Hall MRT Station,Clarke Quay MRT Station,Clementi MRT Station,Commonwealth MRT Station,Dakota MRT Station,Dhoby Ghaut MRT Station,Dover MRT Station,Downtown MRT Station,Esplanade MRT Station,Eunos MRT Station,Expo MRT Station,Farrer Park MRT Station,Farrer Road MRT Station,HarbourFront MRT Station,Haw Par Villa MRT Station,Hillview MRT Station,Holland Village MRT Station,Hougang MRT Station,Joo Koon MRT Station,Jurong East MRT Station,Kallang MRT Station,Kembangan MRT Station,Kent Ridge MRT Station,Khatib MRT Station,King Albert Park MRT Station,Kovan MRT Station,Kranji MRT Station,Labrador Park MRT Station,Lakeside MRT Station,Lavender MRT Station,Little India MRT Station,Lorong Chuan MRT Station,MacPherson MRT Station,Marina Bay MRT Station,Marina South Pier MRT Station,Marsiling MRT Station,Marymount MRT Station,Mountbatten MRT Station,Newton MRT Station,Nicoll Highway MRT Station,Novena MRT Station,one-north MRT Station,Orchard MRT Station,Outram Park MRT Station,Pasir Panjang MRT Station,Pasir Ris MRT Station,Paya Lebar MRT Station,Pioneer MRT Station,Potong Pasir MRT Station,Promenade MRT Station,Punggol MRT Station,Queenstown MRT Station,Raffles Place MRT Station,Redhill MRT Station,Rochor MRT Station,Sembawang MRT Station,Sengkang MRT Station,Serangoon MRT Station,Simei MRT Station,Sixth Avenue MRT Station,Somerset MRT Station,Stadium MRT Station,Stevens MRT Station,Tai Seng MRT Station,Tampines MRT Station,Tan Kah Kee MRT Station,Tanah Merah MRT Station,Tanjong Pagar MRT Station,Telok Ayer MRT Station,Telok Blangah MRT Station,Tiong Bahru MRT Station,Toa Payoh MRT Station,Woodlands MRT Station,Woodleigh MRT Station,Yew Tee MRT Station,Yio Chu Kang MRT Station,Yishun MRT Station
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,13 min,17 min,24 min,24 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,20 min,16 min,16 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,29 min,Error,6 min
Admiralty MRT Station,Aljunied MRT Station,Ang Mo Kio MRT Station,Bartley MRT Station,Bayfront MRT Station,Beauty World MRT Station,Bedok MRT Station,Bishan MRT Station,Boon Keng MRT Station,Boon Lay MRT Station,Botanic Gardens MRT Station,Braddell MRT Station,Bras Basah MRT Station,Buangkok MRT Station,Bugis MRT Station,Bukit Batok MRT Station,Bukit Gombak MRT Station,Bukit Panjang MRT Station,Buona Vista MRT Station,Caldecott MRT Station,Cashew MRT Station,Changi Airport MRT Station,Chinatown MRT Station,Chinese Garden MRT Station,Choa Chu Kang MRT Station,City Hall MRT Station,Clarke Quay MRT Station,Clementi MRT Station,Commonwealth MRT Station,Dakota MRT Station,Dhoby Ghaut MRT Station,Dover MRT Station,Downtown MRT Station,Esplanade MRT Station,Eunos MRT Station,Expo MRT Station,Farrer Park MRT Station,Farrer Road MRT Station,HarbourFront MRT Station,Haw Par Villa MRT Station,Hillview MRT Station,Holland Village MRT Station,Hougang MRT Station,Joo Koon MRT Station,Jurong East MRT Station,Kallang MRT Station,Kembangan MRT Station,Kent Ridge MRT Station,Khatib MRT Station,King Albert Park MRT Station,Kovan MRT Station,Kranji MRT Station,Labrador Park MRT Station,Lakeside MRT Station,Lavender MRT Station,Little India MRT Station,Lorong Chuan MRT Station,MacPherson MRT Station,Marina Bay MRT Station,Marina South Pier MRT Station,Marsiling MRT Station,Marymount MRT Station,Mountbatten MRT Station,Newton MRT Station,Nicoll Highway MRT Station,Novena MRT Station,one-north MRT Station,Orchard MRT Station,Outram Park MRT Station,Pasir Panjang MRT Station,Pasir Ris MRT Station,Paya Lebar MRT Station,Pioneer MRT Station,Potong Pasir MRT Station,Promenade MRT Station,Punggol MRT Station,Queenstown MRT Station,Raffles Place MRT Station,Redhill MRT Station,Rochor MRT Station,Sembawang MRT Station,Sengkang MRT Station,Serangoon MRT Station,Simei MRT Station,Sixth Avenue MRT Station,Somerset MRT Station,Stadium MRT Station,Stevens MRT Station,Tai Seng MRT Station,Tampines MRT Station,Tan Kah Kee MRT Station,Tanah Merah MRT Station,Tanjong Pagar MRT Station,Telok Ayer MRT Station,Telok Blangah MRT Station,Tiong Bahru MRT Station,Toa Payoh MRT Station,Woodlands MRT Station,Woodleigh MRT Station,Yew Tee MRT Station,Yio Chu Kang MRT Station,Yishun MRT Station
N.A,38 min,19 min,31 min,40 min,37 min,43 min,22 min,34 min,35 min,37 min,24 min,44 min,35 min,40 min,24 min,22 min,27 min,38 min,26 min,32 min,1 h 22 m,41 min,30 min,17 min,40 min,41 min,32 min,40 min,40 min,38 min,36 min,49 min,44 min,38 min,1 h 4 m,42 min,34 min,47 min,44 min,36 min,37 min,32 min,41 min,27 min,46 min,Error,40 min,42 min,10 min,39 min,30 min,8 min,48 min,32 min,Error,38 min,34 min,26 min,35 min,45 min,47 min,5 min,25 min,40 min,32 min,42 min,29 min,40 min,34 min,43 min,47 min,57 min,36 min,37 min,31 min,38 min,42 min,42 min,42 min,44 min,39 min,4 min,37 min,28 min,51 min,36 min,36 min,44 min,34 min,32 min,53 min,37 min,47 min,45 min,47 min,48 min,47 min,27 min,3 min,30 min,16 min,17 min,7 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,20 min,16 min,16 min,33 min,47 min,30 min,18 min,7 min,27 min,37 min,17 min,33 min,40 min,16 min,17 min,25 min,32 min,20 min,14 min,22 min,25 min,20 min,19 min,31 min,18 min,14 min,23 min,24 min,25 min,17 min,13 min,44 min,45 min,22 min,Error,20 min,23 min,16 min,19 min,10 min,33 min,26 min,35 min,Error,18 min,10 min,7 min,15 min,21 min,23 min,30 min,5 min,20 min,8 min,23 min,5 min,21 min,10 min,19 min,27 min,37 min,16 min,40 min,12 min,13 min,22 min,25 min,18 min,23 min,15 min,22 min,17 min,8 min,32 min,17 min,12 min,24 min,10 min,13 min,33 min,15 min,27 min,21 min,23 min,24 min,25 min,3 min,28 min,10 min,40 min,8 min,17 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,29 min,Error,6 min,40 min,55 min,33 min,27 min,26 min,31 min,34 min,5 min,38 min,48 min,7 min,4 min,31 min,23 min,13 min,6 min,28 min,8 min,Error,1 min,16 min,28 min,6 min,31 min,11 min,33 min,29 min,38 min,25 min,50 min,36 min,13 min,Error,18 min,31 min,33 min,24 min,23 min,55 min,50 min,41 min,Error,12 min,4 min,26 min,16 min,9 min,10 min,47 min,30 min,11 min,6 min,8 min,10 min,39 min,7 min,7 min,26 min,34 min,13 min,46 min,10 min,10 min,35 min,21 min,6 min,11 min,9 min,39 min,30 min,23 min,29 min,21 min,4 min,10 min,11 min,19 min,30 min,19 min,24 min,9 min,11 min,12 min,9 min,13 min,45 min,13 min,51 min,28 min,34 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,26 min,51 min,1 h 6 m,44 min,38 min,18 min,42 min,60 min,25 min,51 min,1 h 11 m,24 min,25 min,43 min,36 min,21 min,22 min,40 min,33 min,28 min,19 min,54 min,18 min,26 min,31 min,36 min,40 min,28 min,3 min,1 h 2 m,49 min,21 min,Error,29 min,43 min,28 min,31 min,5 min,1 h 6 m,35 min,54 min,Error,24 min,21 min,12 min,15 min,29 min,31 min,1 h 3 m,16 min,21 min,22 min,27 min,20 min,43 min,27 min,28 min,38 min,1 h,17 min,58 min,13 min,24 min,8 min,33 min,26 min,31 min,26 min,56 min,3 min,9 min,55 min,31 min,25 min,24 min,25 min,13 min,57 min,29 min,50 min,29 min,31 min,33 min,29 min,18 min,1 h 1 m,11 min,1 h,19 min,33 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,2 min,17 min,13 min,51 min,22 min,1 h 3 m,27 min,5 min,7 min,32 min,33 min,8 min,16 min,46 min,1 h 2 m,12 min,37 min,36 min,45 min,57 min,1 h 4 m,18 min,31 min,19 min,26 min,16 min,1 h 20 m,17 min,3 min,39 min,Error,47 min,18 min,35 min,52 min,1 h 18 m,16 min,23 min,8 min,Error,37 min,47 min,51 min,56 min,33 min,35 min,19 min,42 min,47 min,56 min,47 min,53 min,16 min,40 min,27 min,22 min,1 h 3 m,1 h,13 min,60 min,44 min,1 h 18 m,18 min,30 min,20 min,41 min,28 min,1 h 3 m,52 min,59 min,49 min,1 h,50 min,56 min,48 min,1 h,25 min,54 min,29 min,35 min,26 min,22 min,52 min,21 min,1 h,10 min,41 min,32 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,15 min,16 min,28 min,20 min,1 h 5 m,29 min,8 min,5 min,34 min,35 min,10 min,18 min,49 min,46 min,14 min,40 min,38 min,48 min,60 min,37 min,20 min,33 min,21 min,Sorry,18 min,51 min,19 min,5 min,41 min,Error,50 min,20 min,32 min,32 min,48 min,13 min,26 min,10 min,Error,39 min,40 min,36 min,48 min,35 min,37 min,17 min,30 min,49 min,44 min,50 min,51 min,18 min,42 min,29 min,24 min,1 h 6 m,45 min,15 min,41 min,39 min,1 h 4 m,20 min,32 min,22 min,41 min,26 min,55 min,38 min,1 h,35 min,43 min,53 min,45 min,50 min,1 h 2 m,28 min,56 min,31 min,38 min,28 min,25 min,42 min,19 min,44 min,8 min,39 min,29 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,23 min,22 min,Error,3 min,56 min,30 min,22 min,9 min,29 min,30 min,24 min,43 min,38 min,27 min,28 min,34 min,38 min,38 min,50 min,27 min,19 min,39 min,29 min,4 min,22 min,41 min,33 min,19 min,31 min,Error,40 min,28 min,36 min,11 min,38 min,17 min,33 min,24 min,Error,29 min,26 min,31 min,39 min,39 min,36 min,20 min,25 min,36 min,23 min,34 min,25 min,26 min,26 min,33 min,32 min,56 min,36 min,29 min,31 min,29 min,50 min,34 min,38 min,36 min,31 min,30 min,45 min,32 min,51 min,13 min,28 min,35 min,20 min,37 min,53 min,15 min,46 min,40 min,35 min,36 min,39 min,27 min,22 min,34 min,12 min,36 min,33 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,12 min,21 min,50 min,13 min,13 min,21 min,19 min,19 min,5 min,2 min,33 min,17 min,2 min,24 min,23 min,32 min,44 min,31 min,5 min,15 min,6 min,20 min,3 min,27 min,24 min,11 min,25 min,Error,34 min,5 min,29 min,14 min,25 min,29 min,10 min,16 min,Error,24 min,15 min,21 min,29 min,20 min,21 min,32 min,15 min,33 min,13 min,34 min,21 min,2 min,26 min,13 min,9 min,50 min,30 min,20 min,25 min,23 min,36 min,4 min,17 min,6 min,27 min,36 min,32 min,22 min,45 min,11 min,24 min,37 min,9 min,27 min,47 min,9 min,40 min,15 min,22 min,12 min,9 min,21 min,35 min,24 min,24 min,22 min,31 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,20 min,39 min,22 min,25 min,33 min,32 min,22 min,17 min,14 min,22 min,29 min,14 min,22 min,31 min,21 min,33 min,16 min,8 min,28 min,18 min,19 min,10 min,15 min,36 min,22 min,23 min,Error,23 min,17 min,18 min,13 min,13 min,35 min,22 min,27 min,Error,26 min,14 min,9 min,17 min,27 min,28 min,32 min,3 min,23 min,12 min,27 min,11 min,14 min,14 min,25 min,21 min,39 min,19 min,32 min,14 min,29 min,25 min,16 min,23 min,18 min,19 min,24 min,20 min,10 min,34 min,10 min,18 min,26 min,8 min,15 min,36 min,8 min,29 min,27 min,23 min,24 min,21 min,9 min,30 min,12 min,42 min,10 min,19 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,54 min,28 min,27 min,14 min,27 min,28 min,30 min,35 min,36 min,25 min,34 min,32 min,35 min,36 min,48 min,25 min,17 min,37 min,27 min,2 min,20 min,39 min,38 min,26 min,29 min,Error,38 min,26 min,41 min,9 min,36 min,22 min,31 min,29 min,Error,27 min,24 min,29 min,37 min,37 min,34 min,25 min,23 min,34 min,21 min,32 min,23 min,24 min,23 min,31 min,30 min,54 min,33 min,34 min,29 min,27 min,48 min,35 min,36 min,36 min,29 min,35 min,43 min,30 min,49 min,11 min,26 min,33 min,18 min,35 min,51 min,13 min,44 min,32 min,33 min,34 min,37 min,25 min,28 min,32 min,17 min,30 min,38 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,38 min,1 h 3 m,1 h 10 m,31 min,43 min,55 min,48 min,24 min,34 min,52 min,36 min,32 min,18 min,7 min,40 min,44 min,43 min,56 min,52 min,53 min,1 h,1 h 14 m,1 h,25 min,Error,16 min,55 min,1 h 2 m,46 min,59 min,1 h 19 m,60 min,1 h 5 m,Error,28 min,33 min,32 min,23 min,37 min,38 min,1 h 22 m,37 min,24 min,35 min,31 min,43 min,52 min,39 min,40 min,59 min,20 min,20 min,1 h 10 m,42 min,30 min,46 min,46 min,34 min,43 min,36 min,1 h 8 m,1 h 5 m,29 min,14 min,44 min,37 min,28 min,37 min,25 min,16 min,42 min,10 min,37 min,37 min,50 min,41 min,45 min,1 h 14 m,39 min,1 h 14 m,54 min,1 h 3 m
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,26 min,34 min,9 min,Error,6 min,18 min,11 min,16 min,4 min,16 min,9 min,15 min,20 min,32 min,9 min,24 min,7 min,14 min,27 min,19 min,22 min,38 min,24 min,13 min,Error,22 min,18 min,35 min,21 min,20 min,42 min,10 min,29 min,Error,12 min,7 min,20 min,20 min,8 min,15 min,46 min,25 min,14 min,9 min,12 min,16 min,18 min,9 min,Error,3 min,13 min,39 min,17 min,34 min,12 min,7 min,32 min,9 min,7 min,6 min,11 min,41 min,27 min,17 min,33 min,18 min,7 min,13 min,12 min,22 min,35 min,16 min,28 min,10 min,7 min,8 min,4 min,19 min,47 min,15 min,37 min,27 min,36 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,13 min,32 min,32 min,8 min,15 min,46 min,30 min,11 min,37 min,36 min,45 min,57 min,35 min,18 min,30 min,19 min,33 min,16 min,48 min,12 min,3 min,38 min,Error,47 min,18 min,40 min,27 min,46 min,21 min,23 min,3 min,Error,37 min,33 min,34 min,45 min,33 min,34 min,24 min,28 min,46 min,35 min,47 min,43 min,15 min,36 min,27 min,22 min,1 h 3 m,43 min,8 min,38 min,36 min,58 min,17 min,30 min,20 min,41 min,34 min,53 min,35 min,58 min,24 min,33 min,49 min,22 min,48 min,60 min,25 min,53 min,28 min,33 min,25 min,22 min,34 min,27 min,41 min,16 min,47 min,37 min
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,40 min,58 min,16 min,23 min,57 min,56 min,19 min,45 min,44 min,56 min,1 h 5 m,60 min,44 min,38 min,27 min,19 min,24 min,50 min,24 min,11 min,1 h 3 m,Error,57 min,26 min,27 min,23 min,47 min,8 min,31 min,16 min,Error,55 min,51 min,42 min,52 min,1 h 1 m,1 h 4 m,12 min,36 min,57 min,49 min,60 min,46 min,23 min,47 min,35 min,30 min,1 h 14 m,51 min,20 min,49 min,55 min,59 min,25 min,38 min,28 min,56 min,21 min,54 min,45 min,1 h 8 m,24 min,54 min,1 h,40 min,50 min,1 h 10 m,35 min,1 h 3 m,36 min,43 min,33 min,30 min,45 min,14 min,47 min,3 min,34 min,24 min
