Admiralty MRT Station,Aljunied MRT Station,Ang Mo Kio MRT Station,Bartley MRT Station,Bayfront MRT Station,Beauty World MRT Station,Bedok MRT Station,Bishan MRT Station,Boon Keng MRT Station,Boon Lay MRT Station,Botanic Gardens MRT Station,Braddell MRT Station,Bras Basah MRT Station,Buangkok MRT Station,Bugis MRT Station,Bukit Batok MRT Station,Bukit Gombak MRT Station,Bukit Panjang MRT Station,Buona Vista MRT Station,Caldecott MRT Station,Cashew MRT Station,Changi Airport MRT Station,Chinatown MRT Station,Chinese Garden MRT Station,Choa Chu Kang MRT Station,City Hall MRT Station,Clarke Quay MRT Station,Clementi MRT Station,Commonwealth MRT Station,Dakota MRT Station,Dhoby Ghaut MRT Station,Dover MRT Station,Downtown MRT Station,Esplanade MRT Station,Eunos MRT Station,Expo MRT Station,Farrer Park MRT Station,Farrer Road MRT Station,HarbourFront MRT Station,Haw Par Villa MRT Station,Hillview MRT Station,Holland Village MRT Station,Hougang MRT Station,Joo Koon MRT Station,Jurong East MRT Station,Kallang MRT Station,Kembangan MRT Station,Kent Ridge MRT Station,Khatib MRT Station,King Albert Park MRT Station,Kovan MRT Station,Kranji MRT Station,Labrador Park MRT Station,Lakeside MRT Station,Lavender MRT Station,Little India MRT Station,Lorong Chuan MRT Station,MacPherson MRT Station,Marina Bay MRT Station,Marina South Pier MRT Station,Marsiling MRT Station,Marymount MRT Station,Mountbatten MRT Station,Newton MRT Station,Nicoll Highway MRT Station,Novena MRT Station,one-north MRT Station,Orchard MRT Station,Outram Park MRT Station,Pasir Panjang MRT Station,Pasir Ris MRT Station,Paya Lebar MRT Station,Pioneer MRT Station,Potong Pasir MRT Station,Promenade MRT Station,Punggol MRT Station,Queenstown MRT Station,Raffles Place MRT Station,Redhill MRT Station,Rochor MRT Station,Sembawang MRT Station,Sengkang MRT Station,Serangoon MRT Station,Simei MRT Station,Sixth Avenue MRT Station,Somerset MRT Station,Stadium MRT Station,Stevens MRT Station,Tai Seng MRT Station,Tampines MRT Station,Tan Kah Kee MRT Station,Tanah Merah MRT Station,Tanjong Pagar MRT Station,Telok Ayer MRT Station,Telok Blangah MRT Station,Tiong Bahru MRT Station,Toa Payoh MRT Station,Woodlands MRT Station,Woodleigh MRT Station,Yew Tee MRT Station,Yio Chu Kang MRT Station,Yishun MRT Station
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,6.53 km,6.33 km,17.04 km,17.04 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,9.35 km,10.8 km,6.45 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,16.07 km,Error,0.86 km
Admiralty MRT Station,Aljunied MRT Station,Ang Mo Kio MRT Station,Bartley MRT Station,Bayfront MRT Station,Beauty World MRT Station,Bedok MRT Station,Bishan MRT Station,Boon Keng MRT Station,Boon Lay MRT Station,Botanic Gardens MRT Station,Braddell MRT Station,Bras Basah MRT Station,Buangkok MRT Station,Bugis MRT Station,Bukit Batok MRT Station,Bukit Gombak MRT Station,Bukit Panjang MRT Station,Buona Vista MRT Station,Caldecott MRT Station,Cashew MRT Station,Changi Airport MRT Station,Chinatown MRT Station,Chinese Garden MRT Station,Choa Chu Kang MRT Station,City Hall MRT Station,Clarke Quay MRT Station,Clementi MRT Station,Commonwealth MRT Station,Dakota MRT Station,Dhoby Ghaut MRT Station,Dover MRT Station,Downtown MRT Station,Esplanade MRT Station,Eunos MRT Station,Expo MRT Station,Farrer Park MRT Station,Farrer Road MRT Station,HarbourFront MRT Station,Haw Par Villa MRT Station,Hillview MRT Station,Holland Village MRT Station,Hougang MRT Station,Joo Koon MRT Station,Jurong East MRT Station,Kallang MRT Station,Kembangan MRT Station,Kent Ridge MRT Station,Khatib MRT Station,King Albert Park MRT Station,Kovan MRT Station,Kranji MRT Station,Labrador Park MRT Station,Lakeside MRT Station,Lavender MRT Station,Little India MRT Station,Lorong Chuan MRT Station,MacPherson MRT Station,Marina Bay MRT Station,Marina South Pier MRT Station,Marsiling MRT Station,Marymount MRT Station,Mountbatten MRT Station,Newton MRT Station,Nicoll Highway MRT Station,Novena MRT Station,one-north MRT Station,Orchard MRT Station,Outram Park MRT Station,Pasir Panjang MRT Station,Pasir Ris MRT Station,Paya Lebar MRT Station,Pioneer MRT Station,Potong Pasir MRT Station,Promenade MRT Station,Punggol MRT Station,Queenstown MRT Station,Raffles Place MRT Station,Redhill MRT Station,Rochor MRT Station,Sembawang MRT Station,Sengkang MRT Station,Serangoon MRT Station,Simei MRT Station,Sixth Avenue MRT Station,Somerset MRT Station,Stadium MRT Station,Stevens MRT Station,Tai Seng MRT Station,Tampines MRT Station,Tan Kah Kee MRT Station,Tanah Merah MRT Station,Tanjong Pagar MRT Station,Telok Ayer MRT Station,Telok Blangah MRT Station,Tiong Bahru MRT Station,Toa Payoh MRT Station,Woodlands MRT Station,Woodleigh MRT Station,Yew Tee MRT Station,Yio Chu Kang MRT Station,Yishun MRT Station
N.A,25.8 km,13.13 km,20.61 km,28.44 km,16.45 km,31.2 km,19 km,22.65 km,20.92 km,20.37 km,21.51 km,25.53 km,19.03 km,24.95 km,20.66 km,14.56 km,11.43 km,24.74 km,20.9 km,13.1 km,31.42 km,26.69 km,21.89 km,13.25 km,26.8 km,26.67 km,20.43 km,22.42 km,26.72 km,24.98 km,21.26 km,27.91 km,26.19 km,28.57 km,29.96 km,22.58 km,21.42 km,30.61 km,24.87 km,14.06 km,21.19 km,19.07 km,22.89 km,22.17 km,24.06 km,Error,Not Available,23.71 km,6.57 km,19.27 km,20.6 km,5.13 km,26.88 km,20.39 km,Error,Not Available,23.89 km,18.21 km,26.05 km,28.42 km,30.44 km,3.47 km,15.37 km,26.41 km,23.85 km,24.43 km,20.91 km,23.78 km,21.46 km,27.64 km,26.52 km,24.62 km,26.48 km,20.74 km,20.93 km,27.03 km,18.04 km,24.37 km,27.35 km,29.98 km,24.23 km,3.14 km,18.52 km,19.48 km,29.04 km,18.02 km,24.99 km,27.28 km,19.21 km,22 km,26.08 km,21.44 km,33.12 km,28.13 km,27.27 km,30.72 km,29.75 km,21.73 km,1.59 km,20.03 km,12.94 km,11.92 km,5.66 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,9.35 km,10.8 km,6.45 km,15.7 km,16.45 km,14.45 km,10.86 km,1.53 km,13.39 km,20.63 km,10.5 km,16.93 km,18.43 km,10.62 km,10.48 km,15.47 km,9.82 km,7.85 km,8.8 km,16.3 km,11.71 km,10.01 km,9.7 km,16.54 km,6.39 km,7.36 km,16.59 km,19.86 km,13.57 km,9.2 km,9.03 km,26.1 km,17.21 km,7.32 km,Error,Not Available,17.17 km,13.99 km,10.91 km,5.94 km,19.75 km,15.45 km,18.34 km,Error,Not Available,5.38 km,3.25 km,7.18 km,12.06 km,11.57 km,19.4 km,3.52 km,7.54 km,5.37 km,8.41 km,3.51 km,17.84 km,7 km,11.45 km,19.94 km,20.32 km,7.61 km,23.94 km,4.46 km,10.85 km,17.33 km,10.31 km,11.16 km,13.8 km,5.73 km,21.19 km,17.9 km,4.27 km,15.46 km,9.28 km,8.81 km,8.41 km,4.75 km,8.24 km,15.42 km,7.38 km,14.25 km,11.72 km,11.08 km,14.54 km,13.57 km,1.85 km,21.15 km,3.91 km,18.66 km,7.8 km,15.45 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,16.07 km,Error,0.86 km,17.15 km,17.9 km,15.9 km,11.07 km,6.04 km,14.84 km,19.16 km,1.71 km,17.72 km,20.42 km,1.27 km,1.41 km,13.11 km,12.09 km,5.03 km,1.71 km,12.99 km,2.56 km,Error,0.66 km,10.39 km,16.97 km,2.58 km,7.14 km,5.65 km,12.13 km,15.02 km,7.15 km,14.3 km,23.16 km,17.25 km,3.08 km,Error,Not Available,9.44 km,19.26 km,9.89 km,11.12 km,21.2 km,7.72 km,19.14 km,Error,Not Available,1.87 km,10.1 km,6.96 km,3.08 km,4.17 km,20.85 km,7.07 km,4.71 km,3.2 km,2.32 km,4.4 km,10.11 km,3.03 km,2.67 km,12.21 km,19.1 km,7.39 km,22.44 km,7.73 km,1.5 km,17.13 km,6.73 km,2.29 km,5.1 km,1.77 km,26.46 km,17.7 km,9.45 km,15.24 km,8.26 km,1.7 km,5.58 km,1.48 km,8.02 km,15.2 km,7.16 km,13.53 km,2.85 km,2.21 km,6.81 km,4.55 km,7.05 km,25.21 km,8.47 km,20.11 km,13.07 km,20.72 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,14.09 km,28.24 km,28.99 km,25.55 km,28.21 km,16.78 km,25.93 km,16.91 km,16.7 km,29.46 km,26.57 km,15.53 km,16.68 km,30.25 km,22.36 km,13.27 km,15 km,30.13 km,19.76 km,16.72 km,10.07 km,15.45 km,12.59 km,19.9 km,22.01 km,29.25 km,26.11 km,21.74 km,2.3 km,38.63 km,29.74 km,12.73 km,Error,Not Available,26.58 km,12.31 km,23.45 km,3.9 km,20.75 km,24.3 km,30.87 km,Error,Not Available,13.91 km,6.7 km,9.06 km,17.48 km,16.99 km,20.4 km,10.32 km,12.96 km,13.87 km,13.83 km,16.05 km,27.25 km,14.98 km,17.65 km,29.35 km,10.1 km,10.12 km,36.48 km,7.73 km,16.19 km,3.54 km,22.85 km,19.8 km,20 km,14.25 km,19.51 km,1.45 km,6.46 km,14.53 km,21.82 km,15.01 km,13.83 km,17.29 km,8.5 km,11.56 km,19.92 km,16.15 km,19.83 km,19.75 km,23.39 km,19.77 km,14.85 km,18.27 km,6.83 km,26.26 km,6.6 km,13.77 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,,Error,
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,1.5 km,4.66 km,11.27 km,14.93 km,5.62 km,33.53 km,18.02 km,2.98 km,5.62 km,19.04 km,17.77 km,7.79 km,12.29 km,20.75 km,18.73 km,8.67 km,18.39 km,19.25 km,22.6 km,29.44 km,17 km,15.45 km,18.95 km,11.39 km,4.81 km,12.26 km,24.28 km,12.09 km,2.99 km,20.22 km,Error,Not Available,10.24 km,24.01 km,7.99 km,20.97 km,17.83 km,13.41 km,4.39 km,Error,Not Available,16.81 km,20.08 km,20.08 km,19.75 km,19.96 km,17.48 km,15.96 km,20.44 km,15.18 km,21.31 km,14.94 km,10.31 km,15.49 km,16.85 km,13.05 km,33.22 km,20.51 km,9.93 km,17.36 km,20.09 km,30.23 km,13.94 km,18.68 km,14.1 km,17.16 km,23.06 km,30.8 km,19.31 km,28.36 km,7.14 km,16.77 km,21.31 km,13.24 km,21.14 km,28.32 km,15.47 km,27.14 km,17.47 km,18.33 km,14.23 km,17.71 km,15.76 km,19.23 km,18.1 km,7.06 km,23.05 km,25.14 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,3.23 km,10.86 km,15.08 km,4.4 km,33.68 km,17.62 km,3.64 km,4.18 km,18.64 km,17.37 km,6.55 km,9.91 km,20.9 km,18.04 km,7.39 km,17.99 km,18.99 km,22.75 km,29.59 km,17.15 km,15.6 km,18.55 km,10.99 km,4.89 km,9.81 km,27.14 km,12.75 km,3.92 km,20.37 km,Error,Not Available,9.83 km,20.16 km,8.07 km,21.12 km,13.98 km,13 km,5.05 km,Error,Not Available,16.96 km,20.23 km,20.23 km,19.35 km,24.62 km,13.63 km,16.11 km,20.59 km,15.33 km,21.46 km,15.09 km,9.9 km,15.64 km,16.45 km,12.64 km,33.37 km,20.66 km,10.59 km,17.51 km,23.82 km,30.38 km,13.53 km,18.28 km,13.69 km,17.31 km,19.21 km,30.95 km,19.46 km,28.51 km,7.22 km,16.92 km,21.46 km,13.39 km,21.29 km,28.47 km,15.62 km,27.29 km,17.07 km,17.93 km,13.82 km,17.31 km,15.91 km,15.38 km,18.25 km,5.62 km,23.2 km,21.29 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,17.25 km,13.41 km,Error,1.16 km,32.01 km,19.67 km,7.02 km,3.94 km,17.91 km,19.65 km,12.94 km,11.67 km,19.23 km,16.37 km,9.14 km,20.89 km,17.32 km,21.08 km,27.92 km,15.48 km,13.93 km,27.97 km,17.38 km,3.66 km,10.69 km,22.76 km,14.91 km,8.08 km,18.7 km,Error,Not Available,16.22 km,15.49 km,8.38 km,19.45 km,9.31 km,19.39 km,12.41 km,Error,Not Available,15.29 km,18.56 km,18.56 km,23.44 km,22.95 km,8.96 km,14.44 km,18.92 km,13.66 km,19.79 km,13.42 km,16.29 km,13.97 km,17.1 km,19.03 km,31.18 km,18.99 km,12.76 km,15.84 km,18.18 km,24.6 km,16.88 km,20.33 km,16.58 km,15.64 km,14.54 km,25.08 km,17.79 km,26.84 km,7.53 km,15.25 km,19.79 km,11.72 km,19.62 km,26.8 km,13.95 km,25.63 km,25.79 km,20.25 km,20.21 km,17.33 km,14.24 km,10.71 km,16.58 km,4.96 km,18.48 km,16.62 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,9.96 km,9.52 km,30.38 km,9.91 km,10.59 km,17.79 km,10.93 km,9.66 km,3.23 km,1.61 km,17.84 km,10.62 km,2.97 km,10.28 km,11.14 km,21.86 km,28.19 km,14.45 km,5.07 km,10.84 km,4.84 km,8.72 km,1.58 km,23.19 km,16.03 km,10.12 km,15.93 km,Error,Not Available,2.11 km,28.15 km,5.27 km,20.01 km,18.57 km,5.3 km,12.01 km,Error,Not Available,15.14 km,18.99 km,19.35 km,11.64 km,11.85 km,18.22 km,9.15 km,17.15 km,6.98 km,12.83 km,14.08 km,1.37 km,5.94 km,8.74 km,4.92 km,31.68 km,19.78 km,15.32 km,16.62 km,11.98 km,29.71 km,2.83 km,10.57 km,4.31 km,11.92 km,23.8 km,30.28 km,18.34 km,27.62 km,4.18 km,10.61 km,17.85 km,5.87 km,20.41 km,27.58 km,5.09 km,26.41 km,9.36 km,10.22 km,6.12 km,9.6 km,10.79 km,19.97 km,17.36 km,17.48 km,21.96 km,29.61 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,12.59 km,21.23 km,8.78 km,16.12 km,18.17 km,7.02 km,8.76 km,14.67 km,9.02 km,8.45 km,5.48 km,15.5 km,9.99 km,6.43 km,10.3 km,17.14 km,4.59 km,6.56 km,17.19 km,18.13 km,12.77 km,8.4 km,11.98 km,25.29 km,16.4 km,7.92 km,Error,Not Available,15.44 km,10.25 km,10.11 km,7.31 km,18.95 km,13.72 km,17.53 km,Error,Not Available,4.4 km,4.62 km,7.78 km,12.66 km,12.17 km,18.6 km,1.61 km,8.14 km,4.39 km,9.01 km,2.53 km,16.11 km,5.5 km,9.73 km,18.21 km,20.92 km,8.21 km,23.14 km,5.06 km,7.27 km,17.93 km,9.51 km,9.44 km,12.07 km,4.75 km,24.18 km,18.5 km,5.64 km,16.06 km,8.48 km,7.08 km,9.01 km,3.95 km,8.84 km,16.02 km,6.58 km,14.84 km,15.01 km,9.36 km,12.81 km,11.84 km,4.44 km,20.35 km,5.8 km,17.86 km,5.48 km,11.71 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,30.66 km,18.32 km,7.1 km,4.02 km,16.56 km,18.3 km,7.95 km,10.51 km,17.88 km,15.02 km,7.98 km,24.37 km,15.99 km,19.73 km,26.57 km,14.13 km,12.58 km,26.62 km,11.62 km,2.5 km,9.52 km,24.12 km,15.01 km,7.21 km,17.35 km,Error,Not Available,12.03 km,16.6 km,7.21 km,18.1 km,10.42 km,15.2 km,12.51 km,Error,Not Available,13.94 km,17.21 km,17.21 km,22.09 km,21.6 km,10.07 km,13.09 km,17.57 km,12.31 km,18.44 km,12.07 km,12.1 km,12.62 km,15.75 km,14.84 km,30.35 km,17.64 km,12.86 km,14.49 km,20.8 km,25.71 km,15.53 km,18.98 km,15.23 km,14.29 km,15.65 km,26.19 km,16.44 km,25.49 km,6.36 km,13.9 km,18.44 km,10.37 km,18.27 km,25.45 km,12.6 km,24.28 km,24.44 km,18.9 km,16.02 km,15.98 km,12.89 km,11.82 km,15.23 km,5.06 km,19.59 km,17.73 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,20.59 km,34.68 km,36.73 km,19.39 km,20.29 km,32.41 km,31.39 km,16.67 km,22.55 km,32.29 km,19.84 km,18.8 km,13.41 km,5.96 km,20.14 km,25.12 km,24.17 km,31.43 km,31.33 km,26.96 km,17.15 km,42.47 km,34.96 km,18.22 km,Error,Not Available,28.74 km,25.18 km,28.67 km,16.65 km,37.51 km,26.46 km,36.09 km,Error,Not Available,19.58 km,22.21 km,14.47 km,19.56 km,19.15 km,37.16 km,23.02 km,15.98 km,21.42 km,19.27 km,21.27 km,29.41 km,22.53 km,22.53 km,31.51 km,9.72 km,14.71 km,41.7 km,17.73 km,18.27 km,15.16 km,30.12 km,21.96 km,25.81 km,19.48 km,32.38 km,15.73 km,19.68 km,7.03 km,27.04 km,20.76 km,16.68 km,22.51 km,15.52 km,9.81 km,25.14 km,11.35 km,21.99 km,21.91 km,25.55 km,25.57 km,20.07 km,31.14 km,18.47 km,36.42 km,25.18 km,26.64 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,16.71 km,23.1 km,1.78 km,Error,0.51 km,12.1 km,11.08 km,6.36 km,2.36 km,11.98 km,1.74 km,1.99 km,13.59 km,20.43 km,6.18 km,11.49 km,3.93 km,11.12 km,17.7 km,11.05 km,14.92 km,22.15 km,16.24 km,4.44 km,Error,Not Available,8.43 km,19.88 km,15.04 km,11.74 km,23.88 km,6.71 km,18.13 km,Error,Not Available,3.23 km,10.72 km,11.08 km,2.26 km,3.35 km,23.53 km,9.23 km,6.04 km,4.16 km,3.68 km,5.81 km,9.1 km,3.45 km,Error,0.96 km,11.2 km,24.21 km,11.51 km,21.43 km,8.35 km,2.83 km,20.37 km,5.29 km,1.19 km,3.66 km,3.13 km,27.08 km,17.27 km,10.07 km,19.35 km,13.41 km,2.35 km,6.91 km,5.58 km,12.14 km,19.31 km,11.51 km,18.14 km,1.75 km,1.11 km,5.8 km,3.04 km,10.5 km,25.83 km,9.09 km,22.79 km,13.69 km,21.34 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,10.87 km,17.64 km,16.37 km,6.39 km,10.89 km,21.56 km,17.33 km,7.27 km,16.99 km,17.85 km,23.41 km,30.25 km,17.81 km,16.26 km,17.55 km,9.99 km,9.03 km,10.86 km,27.8 km,10.83 km,1.83 km,21.03 km,Error,Not Available,8.84 km,24.82 km,10.05 km,21.78 km,18.64 km,12.01 km,1.41 km,Error,Not Available,17.62 km,20.89 km,20.89 km,18.35 km,18.56 km,18.29 km,16.77 km,21.25 km,15.99 km,22.12 km,15.75 km,8.91 km,16.3 km,15.45 km,11.65 km,34.03 km,21.32 km,8.67 km,18.17 km,18.69 km,31.04 km,12.54 km,17.28 km,12.7 km,17.97 km,23.87 km,31.61 km,20.12 km,29.17 km,9.2 km,17.32 km,22.12 km,14.05 km,21.95 km,29.13 km,16.28 km,27.95 km,16.07 km,16.93 km,12.83 km,16.31 km,16.57 km,20.04 km,18.91 km,11.24 km,23.86 km,25.95 km
N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,21.88 km,23.62 km,16.29 km,19.65 km,23.2 km,20.34 km,17.12 km,29.69 km,21.29 km,25.05 km,31.89 km,19.45 km,17.9 km,31.94 km,20.73 km,6.06 km,17.67 km,25.72 km,11.78 km,11.66 km,22.67 km,Error,Not Available,19.57 km,15.58 km,15.75 km,23.42 km,9.4 km,22.74 km,9.28 km,Error,Not Available,19.26 km,22.53 km,22.53 km,27.41 km,26.92 km,9.05 km,18.41 km,22.89 km,17.63 km,23.76 km,17.39 km,19.64 km,17.94 km,21.07 km,22.38 km,31.27 km,22.96 km,9.63 km,19.81 km,26.12 km,24.69 km,20.85 km,24.3 km,20.55 km,19.61 km,14.63 km,25.17 km,21.76 km,30.81 km,14.5 km,19.22 km,23.76 km,15.69 km,23.59 km,30.77 km,17.92 km,29.6 km,29.76 km,24.22 km,23.56 km,21.3 km,18.21 km,10.8 km,20.55 km,1.97 km,18.57 km,16.71 km
