23,36, Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
23,35, Ang Mo Kio MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
23,37, Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Marymount MRT Station
24,35, Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Serangoon MRT Station
24,37, Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station, Toa Payoh MRT Station
25,36, Yio Chu Kang MRT Station, Ang Mo Kio MRT Station,  Marymount MRT Station,  Serangoon MRT Station
33,41, Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
33,44, Somerset MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station, Toa Payoh MRT Station
34,38, Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
34,35,Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Serangoon MRT Station
34,37,Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
34,35,Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Bishan MRT Station,  Toa Payoh MRT Station
34,43, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
34,39, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
34,43, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Serangoon MRT Station
34,38, Yio Chu Kang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Somerset MRT Station
34,35, Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
34,44, Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
34,45,Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
34,41, Somerset MRT Station, Toa Payoh MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
34,43, Beauty World MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station, Ang Mo Kio MRT Station,  Serangoon MRT Station
34,43, Somerset MRT Station, Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Serangoon MRT Station
35,36,Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
35,38,Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
35,40,Bukit Panjang MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
35,42, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
35,38, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
35,40, Beauty World MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
35,38, Beauty World MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
35,42, Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
35,37, Yio Chu Kang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Somerset MRT Station
35,44,Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Serangoon MRT Station
35,44, Beauty World MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station
35,42, Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Somerset MRT Station, Toa Payoh MRT Station
36,37, Bukit Panjang MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
36,38, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
36,38,Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
36,38,Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
36,35,Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
36,36, Yew Tee MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
36,37,Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
36,36, Beauty World MRT Station, Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
36,35,Chinese Garden MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
36,35, Beauty World MRT Station, Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
36,35, Jurong East MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station, Ang Mo Kio MRT Station
36,41,Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Bishan MRT Station,  Toa Payoh MRT Station
36,41,Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station
36,40,Clementi MRT Station,  Marymount MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
36,40,Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
36,39, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
36,45, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
36,39, Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
36,44, Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
36,43, Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
36,36, Yio Chu Kang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Somerset MRT Station,  Serangoon MRT Station
36,37, Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
36,43,Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
36,38, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station
36,41, Beauty World MRT Station, Toa Payoh MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
37,39, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
37,37, Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
37,36, Bukit Panjang MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
37,36, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
37,35, Choa Chu Kang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
37,35, Yew Tee MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
37,37,Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
37,39,Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
37,36,Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
37,38, Yew Tee MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
37,36,Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
37,35,Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
37,35, Yew Tee MRT Station,  Yio Chu Kang MRT Station, Ang Mo Kio MRT Station,  Serangoon MRT Station
37,37, Yew Tee MRT Station,  Yio Chu Kang MRT Station, Ang Mo Kio MRT Station,  Marymount MRT Station
37,35, Beauty World MRT Station,  Somerset MRT Station, Ang Mo Kio MRT Station,  Marymount MRT Station
37,43,Clementi MRT Station,  Marymount MRT Station,  Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
37,39,Clementi MRT Station,  Beauty World MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
37,41,Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
37,43,Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
37,42,Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
37,41, Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
37,37, Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
37,36, Woodlands MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
37,38, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
37,39, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station
37,38, Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
37,39, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
37,47, Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
37,38, Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
37,36, Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
37,40, Chinese Garden MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
37,40, Jurong East MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
37,40, Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
37,39, Chinese Garden MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
37,38, Chinese Garden MRT Station,  Jurong East MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
37,39, Jurong East MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
37,37, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
37,39, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
37,46,Bukit Panjang MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
37,37, Yio Chu Kang MRT Station,  Marymount MRT Station, Toa Payoh MRT Station,  Somerset MRT Station,  Serangoon MRT Station
37,39,Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
37,38, Jurong East MRT Station, Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
37,37,Chinese Garden MRT Station,  Jurong East MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
38,36, Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
38,40, Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
38,37, Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
38,39,Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
38,35,Choa Chu Kang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
38,36, Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station
38,35, Yew Tee MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station
38,40,Clementi MRT Station,  Beauty World MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
38,39,Clementi MRT Station,  Toa Payoh MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
38,37,Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station,  Toa Payoh MRT Station
38,42,Clementi MRT Station,  Beauty World MRT Station,  Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
38,43,Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
38,45, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
38,46, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
38,43, Bukit Panjang MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
38,41, Bukit Panjang MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
38,45, Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
38,38, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
38,43, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
38,44, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Marymount MRT Station
38,35, Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
38,36, Beauty World MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
38,42, Chinese Garden MRT Station,  Marymount MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
38,38, Chinese Garden MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
38,37, Jurong East MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
38,42, Jurong East MRT Station,  Marymount MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
38,40, Jurong East MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
38,42,Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
38,38,Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
38,44, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
38,45, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
38,39, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station
38,38, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Serangoon MRT Station
38,47,Bukit Panjang MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
38,44,Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
38,42, Yew Tee MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
38,44, Yew Tee MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
38,40, Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station
38,38, Chinese Garden MRT Station,  Jurong East MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station
38,42, Beauty World MRT Station, Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
38,42,Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
38,41,Chinese Garden MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
38,40,Chinese Garden MRT Station,  Jurong East MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
38,41, Jurong East MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station, Ang Mo Kio MRT Station,  Serangoon MRT Station
38,39, Jurong East MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Ang Mo Kio MRT Station,  Serangoon MRT Station
39,35,Clementi MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
39,35,Clementi MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
39,35, Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Somerset MRT Station
39,37, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
39,37, Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
39,39, Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
39,35, Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
39,35, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station
39,36, Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
39,37, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station
39,36, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
39,37, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Ang Mo Kio MRT Station
39,37,Bukit Panjang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station
39,36, Chinese Garden MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
39,39, Yew Tee MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
39,36,Bukit Panjang MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
39,35,Choa Chu Kang MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
39,36, Beauty World MRT Station,  Somerset MRT Station, Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
39,35, Yew Tee MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Ang Mo Kio MRT Station
39,42,Clementi MRT Station,  Toa Payoh MRT Station,  Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
39,39, Jurong East MRT Station, Clementi MRT Station,  Marymount MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station
39,37,Clementi MRT Station,  Beauty World MRT Station,  Bishan MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
39,36,Clementi MRT Station,  Marymount MRT Station,  Bishan MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
39,39,Clementi MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
39,40,Clementi MRT Station,  Toa Payoh MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
39,37, Chinese Garden MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
39,39, Jurong East MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
39,38, Jurong East MRT Station, Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
39,36,Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
39,38, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
39,37, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Serangoon MRT Station
39,38, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
